task_id	task_path	qualifying_status_evidence	extracted_resolved_commit_ids	baseline_ancestry	unresolved_non_commit_tokens	disposition_or_canonical_reference
T-0024-roadmap-spec-reconciliation	build-protocol/tasks/T-0024-roadmap-spec-reconciliation/TASK.md	Status: complete	a964cc9aa9b8b2e8b6949c5d36205bf54adc562b	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0025-delivery-label-contract-cleanup	build-protocol/tasks/T-0025-delivery-label-contract-cleanup/TASK.md	Status: integrated into main; post-merge verification passed	1a9804c0368eabcb09a33793a9017eb9e0bdec2b	all-resolved-commits-are-baseline-ancestors	019f49f9,68619d826f44	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0026-transport-backed-delivery-workers	build-protocol/tasks/T-0026-transport-backed-delivery-workers/TASK.md	Status: Completed and post-merge verified on main	ca8fb2b32f69314270ff0de154bfb63037ea086a,5c3705e2351b210eacbc6157bc9105f8c5e7cb17,71ba68e051371bf37cf95303e91743237276afa3,9477830c7d7f745cc08a1545d04ca7cc84e3230c,e089963f98f809c93db30a3abd84d67b74f34ffd,2caee0d7bfac0a2672eae127ff235f808265cf87,47672dc8aac9cf32f8ccd68dd01ca4a8218e8827,599d6bcf3788cf72405498a74ab80e70c16e21fd,770981eab3a3ba768d8e1403ddf6155b689cd370,0dd1bfdfd0a1fe5f9026bce227ef3d2be66707e9,0c622787992a7feea7ae07d06dbf42c9599a5588,5e17283bf17266457ae20996f3becdfb5a43304d,fd563047b0a7bd0b2c3a3d899b5284ca7d551f3e,8a65e2b65b4fb2e7a961af1d7574fe7c22f7d8e2,a06e3749b3359c3210499f16e01c327b56ceaa18,a66ab6b5d6bdd6e47a0b66fdb806c0545153b250,8cd571728bcb082c641bf1d346157fd9f9431294,7a5378ebb073cee8d009ac30b610f6a4b791237b,e4388fb51cef27ed2dae7bfecee59c5e58873695,1403505ef49a3b1b68267ea38b69a98dac03cf4d,7927c4d3291523cdd478922b2e57a3d69e89a2a7,faa2d814bfe365d38e55c091f4568677ad9b0732,9c51b77aa520d3e6e926aba930a4a8f6639b5b4a,9e8317678cd3e7b745847066f2970251243001bf,2a673e42270a776f4be9220c1d0d477e26ec93ee,d7c9b35e3f1d089bf9992bc20ba8556402a110b4,be299a5deea95606c2fee4f15e40e0afcf9945cb,59c44c44eee87d175f4cda3b14e02f578ddcfe76,f7f56f5436f0df6467cf6d48e2e43e25d02916c9,9bb68f336d6c5e6dd99b8a3364a0c73c9fb31fa9,52a4326dab2e93db6001a40fea1a35dc90c729a7,9546ed2a271d86a3e5520b8d3580955634aeae73,4aa591edef2e2adc367a7402cd2ea57510688ad9,a806f78db7ebdbb23722e7c1970d802772b13f77,35f48b2e95044e95327707b076459907c68d9d14,0928c056563252509e6193f0b38654b1d5e6c573,a1ae866917c9f74282bcf5377c352a28a57832d7,05962a3c28cda7dfbb12bf0f39d05216ac294c17,c08e7008bd6ec162686f94960725460844472d93,7d1b09add3b27d1c932e07297d13c0ac217656e9,745a6a20a7703103a826e827fa76ed04c81d9a64,6d3c352be9f9f615229af1f75cf0f9dc3b37863a,110c94b0177177d0666bbd5fc90dad54a375ecac,944190f3753e2c0a26f9a413b95331e37bcfe337,1c88fabaebf903000b3c3c6e3873c42e3de54850,6704af8b14195257844b6a1aa40245244eca28e8,70cf4dcd0149528588cd405499a60c693dad13f2,a6a1e3bd4472f95563dfb7b5b540ff12a2f14d07,56d2670ff6fddcc55f04ca98b1027c3595e19735,5101cc1e50d8dfd621b30cdb76f9bf590a49a6ea,24498ddf5cdcad5c7c5835f82434469eb81bc4e0,12ab9e479ed161bd63f12fa26ae271c13b2f708d,a09d078c3584b66c9f6ad9ab9ae054450a1ac5dd,9448bb2ece57fbdc38f909cff1c5717108d9f415,bf5e1aeef30372dbe9f1a7ff720972cc123bf8a7,90c43a4aea261704cc6394a7051247afd8963197,fe22d03ccf0afbf228c55f71fab38f1637859a31,386f5ed033ca3dc809e2d691c997248765584b6f,74b140dda876ffb1074c87b20a92322e7cd0da05,af21b760b9ab34e4009504f12afa1bce4e51f58c,32548be15462148e8ab705b37c53a658d72fdece,1bd31aef5770cd2a094f1149e38e0e167fcec988,aa0e9387101950cf991ad2665bd433396d7dca0f,18e45b044738daf6ea0553cdd6ab66b3edf72811,308cefb7fe4b14362cc9e994104da88ab56f4fad,1067fa57fb4c9a3f44edee258def7ba74e7640ca,8bafff4054beb1ad34513e392a2842b7df4605b1,00276c2fdf982bb8473e9db618a6c775bc26bf73,14e8d8cb1a174c975f37229cff725c6e2023d0b5,9475304201a5f66ac2cb7420eae8a66e8defd3db,e0f53289923d5d743168e061d2e9a1f6d90d3533,0f8172f668f8a7f4bfd1f10e62e94177e69ee541,67342f626dc268dfae0a867512bd19279326d4f1,38329f6da3ebc78a852b52c31476de4345b491e5,eb9f7d614246471ab3272a5980da0dc007d81aa7,3821019e8bd41e4f47d16230a114be991f2093ef,536afa443a4548325e47c6241deb133ec621395c	all-resolved-commits-are-baseline-ancestors	cceeded,019f4a1c,59bfeb3def83,2147483647	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0029-delivery-attempt-retention	build-protocol/tasks/T-0029-delivery-attempt-retention/TASK.md	Status: Complete; merged to `main`	3820e76de4de1bfe70dd7fc7e676d05266910ffb,d1d31e7ccaf88d6a40a37efcc5cb532556ca759c,ecb9f3d98fac75069f31fd1fdd3bc8ee15a78f0e,adf215f30b4974e403f993ca6de6c16838229707,1faafdb0f3cc2439831507076ed60e2a5c0561bb,02917d0ddb8a315dda102428d54309de1ba53611,0070e853c9760547924e1e1b945c72671a33d337,68e0d96cb58d1287110a6f2d545ea74fffd36d1f,b286ba05470327da8ee7a392894c36563855ec35,2d3ca14d6fe1eb2839509f8d24ba225c375081d2,4e05438efedd901b7302fbf84452cb6178d6fbab,f7e3dd37125386a9a7d6b6a45f4241988f182648,a2dc9b4735650cc3792ab59a104d5174916d82bb,23fa2d03e1bd80c56068067bf8fcb9e2e1eee2a5,a736130654c653617b8e84cde9c99c7e895f7625,eeb5d2bcab7c9ba392c5b590c0e7afd67ac7fe7e,1a33330fbc2b0cc92e8945df95df6cf7340d3b02,e376ad7148dc027f5299be05ddb7900dd8ab4920,42fd0edc9ad2eb5e62ba4e3e2b34036f9f8471ab,c385d25ceeac4b459d36568511aedc2b076f25f4,69186e2b8ab67d5657faf158911315de3768536b,5bd7e11208b17cab53c0dd1cdcbdad6146797e3c	all-resolved-commits-are-baseline-ancestors	019f500b,f54a9d109054	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0031-delivery-retry-decision	build-protocol/tasks/T-0031-delivery-retry-decision/TASK.md	Status: Complete; merged and post-merge verified	9566466dcb73ada60e32135309b7db48f157e57b,1e2546a211b8acf58aeae458a5c79514f130bb77	all-resolved-commits-are-baseline-ancestors	019f5111,6c52e38eecf9	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0032-internal-delivery-retry-exhaustion-gate	build-protocol/tasks/T-0032-internal-delivery-retry-exhaustion-gate/TASK.md	Status: Complete; merged and post-merge verified	aa4d52d9f263a08c038aec0d323d5971b509ede4,bccfed7523e8c78fb080fd45d84d9c603f0ca846,17f4abc64ded1f1536649306ae7dc98e4eb3efbb,85d2ce6250c4c333655be2549154b908b0573c44,390dd6ed1b94bff990452c75c99c9572776d5e4b,96e829e0b171168def9a9dbf0e56c024c2fa5732,991594eaaef839141c78e2deb2f9ad8678e14c5c,1a8ffcce4807af9948919c977dedec45f61d24c6,8ee4b647f3a6ef41fb56bbdb7dfc9d9783672c08,91b01095505fe32595d13daf387eada87131fdc3,f653bf8432a20ea63c39022ee5ca898f331fe051	all-resolved-commits-are-baseline-ancestors	019f515a,25e75b7fb244	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0033-delivery-reception-policy	build-protocol/tasks/T-0033-delivery-reception-policy/TASK.md	Status: Complete; merged and post-merge verified	4e969883cd57d2e770b1493ddf87fe71319786b0,020c8f26ffba970a4b7bed24ce464ae55ab2767d	all-resolved-commits-are-baseline-ancestors	019f528e,6add1fe5ae80	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0034-mark-exhausted-delivery-rows	build-protocol/tasks/T-0034-mark-exhausted-delivery-rows/TASK.md	Status: Complete; merged to main and post-merge verified	da75f11ecf47bbb8955f92d85726481f7bd4eada,e1cadf05e8ab96e1bf5c12a78f30b9da03aaf563	all-resolved-commits-are-baseline-ancestors	019f52ce,30208f5078b1,019f52d4,48ff5950328a	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0035-delivery-run-ownership	build-protocol/tasks/T-0035-delivery-run-ownership/TASK.md	Status: Complete; merged to main; post-merge verification passed	9200dcce2c5cee44eeed70a0f3ff83776d502029,8f19e0bce6b66555f9352950083bdf58244a1639	all-resolved-commits-are-baseline-ancestors	019f5353,5479438ecbed	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0036-package-internal-delivery-epoch-progress	build-protocol/tasks/T-0036-package-internal-delivery-epoch-progress/TASK.md	Status: Complete; merged to `main` and post-merge verified	67da0b1c6b66d8568dad441d662083d8c20043f8,1ea107458d88d00a2346838e142bcb7fe615ce13,a1714e1f211707bf6d3e51f08606e98d4fc7da8e,a3187dcf0ccda42cac37e8f505c33516d9fdecc2,0c0b18e7d00d4dd4ed97d67dde575a10e1d50e2d,474bfd78a28a924d6c702e2628dac3f83a1c92b1,add826694c0ec31caa2ae2bf8a93f2fe39c4d359,192b3d3b8946814078ba84c5ec62dc4f54e40df5,407930856041b86ff38de683e441406dc1c01b04,328273430ef8c4d6c9e26cf23fa6b1cc172e973c,e6c9212831129f8296902858b178564e350effc9,a724d8ea01b5d61558b0f1c33b80ef744815e27d,5cea49c9730c79a1de371cadb7f31103252886b8,d00f9c7c8c8249ebc736ced86cd7a35a11fd1472	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0037-environment-delivery-lifecycle	build-protocol/tasks/T-0037-environment-delivery-lifecycle/TASK.md	Status: Complete; merged and post-merge verified	0308bc4a7b70719d173ada8180a6d6fcef97e0e1,34f8f5e4f9d424c3344a1107985ea3acc8003530,3847e1b63ab448ba6022ab3ae33200e60593b163,80ef21e24cb87813474e77bcea7a56593b7af7de,7ff3d50ad8061fe724a039e4937f2efe0aab5d40,9e90a006bfc5b766828ba4991cff5ea745183d0d,652db9999a6afe3342a36fe4a2c5a0251cd95d07,9e723afe60731e29d6e451f9920fcd291006cae9,45f737b4999a6ac2078202bdb3d01e5284a882f7,49b3fb4bc9fe9afa808a8dce8085bc2f08032b37,98b4a2843d0341229931e60caa6fc16bcf511992,1b127f87ab4a7e26f835516fe150840ae27d9e3b,96c27f116ac736bdbaddcf52e0a478488725eab7,a8c2f3c5dce80bd2f83c838c8bb6de37c21e7dc5,045aa86c4143314ca116b59a24ffa5cb8af54701,628224d40515ba4307f3b2873d10bb567b2792f5,ee6fb3965648f44c87b75c0a8ac600543ed78310,724e384d55e33411f26fe26b622abbfa65652893	all-resolved-commits-are-baseline-ancestors	019f548a,c52d97bd6b0b	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0037a-context-delivery-attachment-seam	build-protocol/tasks/T-0037a-context-delivery-attachment-seam/TASK.md	Status: Complete and integrated	f7c2ddb153ff0f5a162bcf73c125602ef0915d5a	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0037b-bounded-generation-run-coordinator	build-protocol/tasks/T-0037b-bounded-generation-run-coordinator/TASK.md	Status: Complete and integrated	40329cadf0b321e20be5838ae366a2d2434efcde	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0037c-parked-delivery-obligations	build-protocol/tasks/T-0037c-parked-delivery-obligations/TASK.md	Status: Complete and integrated	c65f2c23d7450800bedefa93a2c56d5ae25dca8f	all-resolved-commits-are-baseline-ancestors	019f576a,1bed1f247810	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0037d-environment-attachment-and-startup	build-protocol/tasks/T-0037d-environment-attachment-and-startup/TASK.md	Status: Complete and integrated	d4cd3c4a9bef847b89ee219fffef93d82379dc80,e0c1a5e31e82d1aa60220a1754eac67f7c0c8ba7	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0037e1-registration-detach-lifecycle	build-protocol/tasks/T-0037e1-registration-detach-lifecycle/TASK.md	Status: Complete and integrated	6e251516fc58bde058a715f61d9d74b971fe5a50,48768ef5d9e8bdfbe7c7922a7f1fee0845864696,ab42b249367693e2a5ccaeb73d60cb25169e2beb,8e1195799972da1fb7ac0a59db4cafa54ded2068,fb0650ae24d01064d19625f7846c4240e983105a,1ab44524aa0337daf7f62515f937c4bba0c03e90,4447cf563fa02c6a416e5adb3bcda652888d47ef,42f07b96f7774951a1c54b4d918048897508da94,9a4657470d3c45518f6150befbabdf367c03520b,2fe4b225476379434329aba7c62a6dcccafb78ad,d8ffc72ba6fb73ce837ba15bb7720b82b633963d,ed73178a67605068e28ac2461b90663f2caa636c,1d6c0f980bc88f563a8543e0eb545e012db18843,2c57d41c42d80678d52a4f2fcc1c13128112d9e7,7157662910417f8379c79005c3973e83108fd69b	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0037e2-reusable-generation-stop	build-protocol/tasks/T-0037e2-reusable-generation-stop/TASK.md	Status: Complete and integrated	8e3139ac650a7dfa7e64b2239333da951c888443,b0a09e3f959e5cb9542ce0d2bf0b01dc8b2d0889,bb97aa6400238a92526a671d61d065de06f248df,0ca3d79ddcc70e2ae85886b479b47dca408a5e45,dbe4df5563101c62ecdcbef779baa53818ade5c0,52b721c2b6999b149db1c2d4a5948f491b785282,d3e9d37d7a774dba76888cd815c0ec84a66bdab7	all-resolved-commits-are-baseline-ancestors	019f5b50,4cec3851ed28,019f5b68,0cb5f02deaae,019f5b74,e1e67372adf8	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0037e3-permanent-environment-close	build-protocol/tasks/T-0037e3-permanent-environment-close/TASK.md	Status: Complete and integrated	2f2ae4563f1bc3745a57607f1e0307534056ec95,68d907bb3fe07114ed39d9056f72c8c9bd788628,4928473c009252a80e3ea8f984ee0dc788d794d0	all-resolved-commits-are-baseline-ancestors	019f5b86,8072e13410fe,cceeded,019f5bca,de38a9a9006f,019f5bd6,90515561b218,feedbac,019f5c60,77566bd6b67c,019f5c64,b2c4512db91d	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0037f-server-lifecycle-integration	build-protocol/tasks/T-0037f-server-lifecycle-integration/TASK.md	Status: Complete; merged and post-merge verified	fac6aaadcd912d5c9b53cc21beb19d0f85bc6894,dc884b84dd6efa6f2d0a751b42625ffc96f57f16,df109b318ba8bd83b6d83bc766a8aee76648b529,71c7a9aab40fc438e5fde31bb847aace7ff09777,72e41729a7276a015ce21958c801a59b5c636e61,39c58aed3f6084a920133459064284d1ff544e81,42c392dc296ecffe7d8f98e4c16074c70e0d5341	all-resolved-commits-are-baseline-ancestors	019f5c76,85cb656545c8,019f5c85,a18906d8f175,cceeded	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0037p-agent-model-retuning	build-protocol/tasks/T-0037p-agent-model-retuning/TASK.md	Status: Complete; concurrent cap removed and re-reviewed clean	c1528f85a8737f84f9498b0809eada7cb12309e8	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0038-accepted-capability-audit	build-protocol/tasks/T-0038-accepted-capability-audit/TASK.md	Status: Complete; integrated, post-merge verified, and synchronized to origin	753408521e6b681c0428092c951ee98afd3d61d1,fedae6aa3dde83299056485772bd074f99b8e995,0062f8e7f76d9297b8d5b2ebbdb9fd401a09a84d,9addd3b0ad4b0074b2ac8461b7647aba208b4f8e,eae95a3e7d9b81000395183ffbcd61beb48cc5d7,0ddfb3add349aa58165b5fd3414915077e6879cd,359af4a6dfe5f4422135cc1eba1e1a3fa8b5a0d7,ac1d0f5eb9bde36b1dcc82aab763921b972848bc,a6f184eab5e1eae4b65316a3e85db50fabe20ccc,2a5062e3b2a729eff5538b2a8894c3ea7b443258,6488bfa98c3c859d500f4d7f16655c91be24640e,29db55b52ad08d595ef51f21597c0224414f43b3,485ad938d81e8a35e9cbea21c8e88aa263d4a11b	all-resolved-commits-are-baseline-ancestors	019f5ff1,fd3eba354f4e,019f5ff2,b814df4e44fa,26921d7d007c	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0038a-canonical-fallback-type-urls	build-protocol/tasks/T-0038a-canonical-fallback-type-urls/TASK.md	Status: Complete; merged and post-merge verified	753408521e6b681c0428092c951ee98afd3d61d1,9addd3b0ad4b0074b2ac8461b7647aba208b4f8e,6b5c1904baf0b89b78386823f4c9d9023f5e6099,5c8bd9c3e837130b00950f76b6be544fb2b06a0c	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0038b-context-transport-composition	build-protocol/tasks/T-0038b-context-transport-composition/TASK.md	Status: Complete; merged, post-merge verified, and pushed	1a682b0cfb7db4015bd662a2eb1d980d77453caf,9addd3b0ad4b0074b2ac8461b7647aba208b4f8e,b2a6e7e161aa0453067ef78fb1a975058681fd09,ae8f0f09fbd3a164628ab09229ec92645187d7c8,a69ae8676393e0711f287602384a033a207e9bdb,d4debde86bfcdf3a296b6723fc2fc1efdd37a001,ebdf959fead373826768bfb86d4484182734746a,adefe8c89fecc1d450ce305d361f76d8446f291b,1b19e7a26ffdbf420e6f12956f163258fe05e45d,b031fe84b13fbe32834468dd995c79572d59fadf,85d9fd8778f60cd6dcdcb069b6ffed31ae94c3a3,e354cf1089b8fa77a86e595caa28341369e40a5f,d9c2125641d1e7304044d44184d8568b581f59c1,3d8cd3a60939e38593874dba43ad0cc23d657b95,b08fca40f6a8be1d2fcbd80410b48565dd1690ed,ac1d0f5eb9bde36b1dcc82aab763921b972848bc	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0039a-canonical-spec-status-reconciliation	build-protocol/tasks/T-0039a-canonical-spec-status-reconciliation/TASK.md	Status: Complete; merged, post-merge verified, and pushed	78653b9aa4b881a1a2030756bcee9e147fc6e42c,ac1d0f5eb9bde36b1dcc82aab763921b972848bc,2fe64207c652fa60a32041153b84c9f0486b144b,86efa4af063a0bee437cd489ada3059f4716b65a,6b70e254c3479674e353819d2153ea75ed6b2b33,021524d24dd1108775524a26a7f09388e17c17b5,72537ba371edb474dc17a327bbaa80215bf105e3,5c153752501a43e84d131f17ee3a3d9899889af4,a5cc02b05db0bbfab24071d870babd87fc877d07,8e23914897bc9d3c20674b35c0bcc23e15108839,9062508f2ac8cc6d5a676342f2b71a1113a7e8e9,af77f675dd563dd3495d3132b4149332f958ca6d,19035485b3b2232e59f5d3e21459b0121d64b145,8aa1b7fde27bc16189edacad0adc2f286f353eb4,d9d1f49169baf0bf1d7807de17c613c7c2f3964f,7a0009417f1c3a83db0f3df8c6c56a1541a6b48e,0f3fbb7461b66cbcac53721585c944f640488e8d	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0039b-package-api-docs	build-protocol/tasks/T-0039b-package-api-docs/TASK.md	Status: Complete — remotely synchronized	0868ecca3f873406663bf7c208a7ccb6cc25d79c,fcef6d3527cb68fd3cba3195d19c4e169d58a9fe,769176d4cb43ea849202afe6930d1e7475d4d348,716aba30a9f4a661452d51daa3308cd6d7cc9887,f67c55b19ece6c9102aca6bf2664f05f95485d63,8324a8a04e35e228c5dd14494b6ce4af814a26a8,dea9a3625683fb7af79f854114cf12875b075280,81ab149229f73c5967ef042949dee4077403c328	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0039c-framework-user-guide	build-protocol/tasks/T-0039c-framework-user-guide/TASK.md	Status: Complete — remotely synchronized	aaa311161cece209f245bf41f440340816f19d3d,66a491e12972f942190cb1fd1ab83d4a89babf88,03d47b93e663c5cc15a2aedfbd336497de0160d5,6caf1c8ebb624a6d996d82de5c2cb85db59a2799,207ba2bc2b5896fd76dff1feed85fa8bae5dc20c,2028ffb951f23f55b499d80446ce63778aafda06,6ac65fea85c54f2cccb34dfab3e1e223f7e4758b	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0040a-local-multi-process-todo-mode	build-protocol/tasks/T-0040a-local-multi-process-todo-mode/TASK.md	Status: Complete - integrated, post-merge verified, and remotely synchronized	24d1ef37dca0d8bba5fa99e5da42b39d335007b6,35ce33f4f8661433ac5af08193754f4458f86060,c226af65408fad155424b677380e23daba36838d,a0c24e2b008fdc23eee4b63737f5f3485ce6ba7a	all-resolved-commits-are-baseline-ancestors	019f6102,7adf27c5e187	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0040b-todo-black-box-acceptance	build-protocol/tasks/T-0040b-todo-black-box-acceptance/TASK.md	Status: Complete - integrated, post-merge verified, and remotely synchronized	acd9f05cab7178af171a87ea5fa53d68018d5c4e,53881256d629f6693ead2b3f49a4a497938891c2,1708a9004f2f35533aa8ee522941f0f87e7b551b,da793703ef18fef73ae1853b5b2e1404372a7d0f	all-resolved-commits-are-baseline-ancestors	019f6226,081f3fcb8e38	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0040c-todo-readme-user-guide-closure	build-protocol/tasks/T-0040c-todo-readme-user-guide-closure/TASK.md	Status: Complete - integrated, post-merge verified, and remotely synchronized	526b7b4d64a81fd7b108b7e9f3f8d626fc34240c,fa5c1bade34c21bd3487127aae9449baa7e9c291,c8398a0bc1876e1639e25fa2d63c711dd4987ec9,6cb35cc365fb53d9b7a16b0580d36fc69a0ba664,7f9f595eb3cc33b8ed294a2e88f7237b810cec65	all-resolved-commits-are-baseline-ancestors	289ab6f7,b144b62ba764,9c1add31,431934a13d3f,612a1f83,3b7babc5008d,0232239e,a59e5e1d0dca	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
